Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
18,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.503,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,14.2,14.2,14.2,24.8,24.8,24.8,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
19,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.004,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.2,15.2,15.2,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
20,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,160,0,1.00,0.47,1.00,1,1,0,0,-1.901,-1.0,-1.0,-1.0,-1.0,0.0,1,14.9,14.9,14.9,15.1,15.1,15.1,19.9,19.9,19.9,0.0,0.0,0.0,0,0.000,1.000,0.000,1.000,1.000,14.9,0.00,0,0,0
21,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.501,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,19.5,19.5,19.5,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
22,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.002,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
23,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.503,-1.0,-1.0,-1.0,-1.0,0.0,1,15.1,15.1,15.1,14.2,14.2,14.2,22.6,22.6,22.6,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
24,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.004,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.1,15.1,15.1,22.6,22.6,22.6,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
25,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.505,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.2,15.2,15.2,22.1,22.1,22.1,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
26,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.501,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,19.5,19.5,19.5,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
27,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.998,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,15.1,15.1,15.1,19.9,19.9,19.9,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
28,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.499,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.2,15.2,15.2,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
29,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.000,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
30,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.501,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.2,15.2,15.2,22.1,22.1,22.1,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
31,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,180,0.91,1.00,1.00,0,0,1,1,-0.501,-1.0,-1.0,-1.0,-1.0,0.0,1,14.1,14.1,14.1,19.3,19.3,19.3,24.8,24.8,24.8,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
32,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.002,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.1,15.1,15.1,22.6,22.6,22.6,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
33,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.503,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,14.2,14.2,14.2,24.8,24.8,24.8,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
34,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.000,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.1,15.1,15.1,33.8,33.8,33.8,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
35,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.501,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
36,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.501,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.2,15.2,15.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
37,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.002,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
38,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.503,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
39,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.004,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.2,15.2,15.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
40,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.505,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,19.5,19.5,19.5,22.1,22.1,22.1,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
41,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.497,-1.0,-1.0,-1.0,-1.0,0.0,1,15.1,15.1,15.1,15.2,15.2,15.2,19.9,19.9,19.9,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
42,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.998,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.2,15.2,15.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
43,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.499,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.2,15.2,15.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
44,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.000,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,19.5,19.5,19.5,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
45,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.501,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.2,15.2,15.2,29.0,29.0,29.0,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
46,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.497,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.1,15.1,15.1,33.8,33.8,33.8,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
47,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.994,-1.0,-1.0,-1.0,-1.0,0.0,1,15.0,15.0,15.0,15.0,15.0,15.0,19.9,19.9,19.9,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
48,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.491,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.1,15.1,15.1,33.8,33.8,33.8,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
49,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.992,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,14.2,14.2,14.2,24.8,24.8,24.8,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
50,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.493,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.2,15.2,15.2,22.1,22.1,22.1,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
51,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.497,-1.0,-1.0,-1.0,-1.0,0.0,1,15.1,15.1,15.1,19.5,19.5,19.5,33.8,33.8,33.8,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
52,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.998,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
53,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.499,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.2,15.2,15.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
54,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.000,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,14.2,14.2,14.2,24.8,24.8,24.8,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
55,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.501,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
56,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.497,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,15.1,15.1,15.1,19.9,19.9,19.9,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
57,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.994,-1.0,-1.0,-1.0,-1.0,0.0,1,15.1,15.1,15.1,19.5,19.5,19.5,33.8,33.8,33.8,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
58,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.495,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
59,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.996,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
60,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.497,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,19.5,19.5,19.5,24.8,24.8,24.8,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
61,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.501,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
62,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.002,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.2,15.2,15.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
63,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.503,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,19.5,19.5,19.5,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
64,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,125,0.94,1.00,1.00,0,0,0,1,-2.004,-1.0,-1.0,-1.0,-1.0,0.0,1,19.3,19.3,19.3,15.0,15.0,15.0,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
65,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.505,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,19.5,19.5,19.5,22.1,22.1,22.1,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,0.000,0.0,0.00,0,0,0
66,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.501,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.2,15.2,15.2,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
67,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.002,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.2,15.2,15.2,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
68,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.503,-1.0,-1.0,-1.0,-1.0,0.0,1,14.2,14.2,14.2,15.1,15.1,15.1,22.6,22.6,22.6,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
69,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.000,-1.0,-1.0,-1.0,-1.0,0.0,1,15.1,15.1,15.1,15.2,15.2,15.2,19.9,19.9,19.9,0.0,0.0,0.0,0,1.000,0.000,0.000,1.000,0.000,0.0,0.00,0,0,0
70,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,1,0,0,-2.531,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,0.000,0.000,1.000,0.000,1.000,14.2,0.00,0,0,0
71,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.501,-1.0,-1.0,-1.0,-1.0,0.0,1,15.1,15.1,15.1,14.2,14.2,14.2,22.6,22.6,22.6,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
72,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.002,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,15.2,15.2,15.2,22.1,22.1,22.1,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
73,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-1.503,-1.0,-1.0,-1.0,-1.0,0.0,1,19.5,19.5,19.5,14.2,14.2,14.2,24.8,24.8,24.8,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
74,BossLose,Timeout,0.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-2.004,-1.0,-1.0,-1.0,-1.0,0.0,1,15.2,15.2,15.2,14.2,14.2,14.2,29.0,29.0,29.0,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
75,BossLose,Timeout,0.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,1,0,0,-2.535,-1.0,-1.0,-1.0,-1.0,0.0,1,14.9,14.9,14.9,14.4,14.4,14.4,22.6,22.6,22.6,0.0,0.0,0.0,0,0.000,1.000,0.000,0.000,1.000,14.4,0.00,0,0,0
76,BossLose,Timeout,0.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,0,0,0,-0.501,-1.0,-1.0,-1.0,-1.0,0.0,1,15.1,15.1,15.1,14.2,14.2,14.2,22.6,22.6,22.6,0.0,0.0,0.0,0,1.000,0.000,0.000,0.000,0.000,0.0,0.00,0,0,0
