Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
771,BossWin,AllPlayerDeath,18.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,370,0.81,0.00,0.00,4,5,2,1,7.631,12.0,18.1,12.0,18.1,189.5,2,23.6,9.7,43.7,36.9,6.7,66.7,64.1,22.6,83.5,3265.1,2681.1,4467.7,4,0.000,0.807,0.193,0.808,0.922,15.0,0.00,1,732,122
819,BossWin,AllPlayerDeath,24.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,338,0.83,0.00,0.00,4,5,2,1,9.828,24.2,18.2,24.2,18.2,264.9,2,25.3,6.4,70.2,50.7,7.2,78.1,71.0,33.8,99.1,4880.2,5415.3,6175.4,3,0.000,0.843,0.157,0.840,0.618,13.7,0.00,1,1017,127
1000,BossWin,AllPlayerDeath,19.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,255,0.87,0.00,0.00,4,4,1,2,8.729,6.6,19.0,6.6,19.0,201.5,2,15.6,11.5,19.5,24.4,5.1,58.7,48.6,24.8,72.5,4446.2,826.3,4003.0,2,0.002,0.819,0.179,0.728,0.741,13.9,0.00,1,690,196
1001,BossWin,AllPlayerDeath,31.6,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,600,548,0.73,0.00,0.00,7,7,2,5,9.012,16.1,31.6,16.1,31.6,336.7,3,18.7,8.1,29.9,35.9,5.9,77.3,68.9,33.8,98.2,9416.9,4168.4,13179.7,2,0.003,0.820,0.177,0.876,0.940,13.1,0.00,1,1384,257
1070,BossWin,AllPlayerDeath,19.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,247,0.88,0.00,0.00,5,5,1,2,9.450,19.0,13.0,19.0,13.0,204.1,2,39.6,5.6,73.4,19.2,7.5,49.6,60.6,24.8,76.6,2816.4,5961.2,2803.1,3,0.002,0.828,0.170,0.847,0.947,14.4,0.00,3,803,107
1120,BossWin,AllPlayerDeath,24.9,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,148,0.93,0.00,0.00,5,7,2,1,11.385,18.5,24.9,18.5,24.9,282.1,2,16.3,5.3,30.6,49.1,6.7,77.5,69.1,33.8,97.9,7394.2,4649.0,11300.2,2,0.003,0.872,0.124,0.903,0.924,11.7,0.00,1,1124,135
1200,BossWin,AllPlayerDeath,18.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,179,0.91,0.00,0.00,4,5,1,1,10.546,12.3,18.3,12.3,18.3,209.3,2,11.9,6.4,16.2,39.4,8.1,63.3,56.0,19.9,72.2,5785.9,4660.0,5910.3,2,0.003,0.882,0.115,0.873,0.981,13.7,0.00,1,798,85
1330,BossWin,AllPlayerDeath,15.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,67,0.97,0.00,0.00,4,4,1,1,2.830,6.6,15.2,6.6,15.2,150.8,2,10.7,6.2,19.3,29.6,5.1,60.0,47.3,24.8,67.3,3501.6,953.4,2710.2,2,0.003,0.766,0.231,0.772,0.954,14.2,0.00,1,585,115
1537,BossWin,AllPlayerDeath,24.4,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,149,0.93,0.00,0.00,6,6,2,3,8.066,16.2,24.4,16.2,24.4,273.0,2,18.0,6.1,30.0,43.0,9.7,77.2,67.3,33.8,98.4,6936.6,3319.3,11186.0,2,0.001,0.860,0.139,0.918,0.981,14.0,0.00,2,1122,151
1624,BossWin,AllPlayerDeath,18.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,321,0.84,0.00,0.00,5,5,1,2,9.214,18.6,12.6,18.6,12.6,200.2,2,27.1,8.2,61.5,31.0,6.7,58.4,57.5,19.9,71.4,2212.9,3935.7,1406.4,3,0.002,0.831,0.167,0.841,0.968,14.2,0.00,1,780,105
1651,BossWin,AllPlayerDeath,38.4,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,868,0.57,0.00,0.00,6,9,4,5,4.635,38.4,32.4,38.4,32.4,412.1,3,41.2,5.4,68.0,23.2,5.3,61.4,65.2,24.8,94.8,10850.6,8057.8,15359.4,4,0.002,0.826,0.172,0.809,0.757,17.3,0.00,3,1553,309
1826,BossWin,AllPlayerDeath,18.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,525,0.74,0.00,0.00,4,5,2,2,10.179,18.3,12.3,18.3,12.3,197.6,2,41.6,7.5,65.5,10.7,6.1,18.3,54.6,22.6,68.5,4307.8,6954.8,2753.7,3,0.003,0.833,0.164,0.885,0.981,13.2,0.00,1,809,79
1863,BossWin,AllPlayerDeath,18.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,136,0.93,0.00,0.00,4,5,1,1,34.858,12.0,18.3,12.3,18.3,211.9,2,14.3,4.6,19.4,48.9,8.1,76.1,69.3,19.9,87.5,6317.1,4810.4,7107.9,2,0.001,0.890,0.109,0.867,0.980,28.3,0.00,0,795,87
2049,BossLose,Timeout,90.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,205,940,0.53,0.56,0.76,2,18,1,11,25.866,3.2,-1.0,-1.0,-1.0,1081.6,3,57.1,4.4,81.9,29.1,7.1,46.2,77.0,15.4,105.5,18275.3,16057.9,17365.4,3,0.000,0.924,0.076,0.969,0.314,28.1,0.00,2,4362,505
2271,BossWin,AllPlayerDeath,18.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,374,0.81,0.00,0.00,5,5,1,3,9.926,6.7,18.8,6.7,18.8,204.1,2,13.3,9.5,19.5,25.6,7.1,61.6,50.5,24.8,72.4,5100.3,1279.2,6621.1,2,0.001,0.834,0.165,0.902,0.954,12.0,0.00,1,850,125
2286,BossWin,AllPlayerDeath,23.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,716,0.64,0.00,0.00,5,6,1,4,7.115,7.4,23.0,7.4,23.0,249.3,2,11.5,5.9,17.9,26.7,7.9,63.6,48.8,22.6,68.3,4979.3,1449.6,4633.3,3,0.000,0.835,0.165,0.853,0.934,14.7,0.00,1,982,182
2338,BossWin,AllPlayerDeath,15.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,465,0.77,0.00,0.00,4,4,1,2,7.460,6.6,15.0,6.6,15.0,159.9,2,16.1,12.0,19.5,29.2,7.4,60.1,49.8,24.8,73.3,3993.8,839.1,3623.1,2,0.000,0.820,0.180,0.867,0.959,13.2,0.00,1,651,93
2960,BossWin,AllPlayerDeath,18.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,427,0.79,0.00,0.00,5,5,1,3,8.171,6.7,18.7,6.7,18.7,206.7,2,14.2,10.5,19.5,25.2,7.1,58.6,49.1,24.8,71.4,4420.9,936.2,6370.6,2,0.001,0.850,0.149,0.914,0.959,12.6,0.00,1,856,110
3011,BossWin,AllPlayerDeath,18.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,321,0.84,0.00,0.00,5,5,1,2,10.589,12.1,18.1,12.1,18.1,198.9,2,10.3,5.0,19.0,44.1,6.4,71.9,60.0,22.6,76.4,6149.2,3440.5,5563.6,3,0.003,0.846,0.150,0.900,0.987,10.9,0.00,1,814,91
3057,BossWin,AllPlayerDeath,15.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,128,0.94,0.00,0.00,4,4,1,1,10.037,15.1,6.4,15.1,6.4,158.3,2,20.2,5.8,56.2,32.5,8.1,54.8,50.5,19.9,71.0,3268.8,3674.9,231.5,3,0.000,0.808,0.192,0.806,0.966,11.9,0.00,1,609,80
3110,BossWin,AllPlayerDeath,15.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,367,0.82,0.00,0.00,4,4,2,1,3.724,15.1,6.7,15.1,6.7,150.8,2,29.8,5.4,58.7,12.8,9.5,19.5,46.5,24.8,64.6,3905.2,3197.9,685.7,2,0.000,0.769,0.231,0.811,0.946,13.6,0.00,1,613,64
3203,BossLose,Timeout,90.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,115,620,0.69,0.99,0.63,2,17,1,7,10.132,-1.0,-1.0,-1.0,-1.0,1092.3,3,60.8,14.1,76.0,27.0,5.7,37.2,79.3,24.8,104.9,18762.6,16181.0,16798.6,1,0.000,0.933,0.067,0.985,0.315,27.2,0.00,2,4432,458
3460,BossWin,AllPlayerDeath,18.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,370,0.81,0.00,0.00,5,5,2,1,11.495,12.3,18.3,12.3,18.3,202.8,2,15.9,5.6,23.6,46.8,6.0,78.4,70.5,33.8,93.6,3980.7,2811.7,5547.2,2,0.003,0.854,0.142,0.856,0.932,13.5,0.00,2,782,103
3467,BossWin,AllPlayerDeath,18.4,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,35,0.98,0.00,0.00,5,5,1,1,11.908,12.1,18.4,12.1,18.4,206.7,2,12.9,6.8,20.0,40.8,5.3,64.0,57.5,19.9,70.9,5529.2,4094.0,5915.4,2,0.002,0.866,0.132,0.850,0.913,14.6,0.00,1,780,89
3530,BossWin,AllPlayerDeath,32.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,388,0.81,0.00,0.00,6,6,4,3,14.889,24.2,32.8,24.2,32.8,377.0,3,15.4,5.7,29.0,48.7,5.1,78.2,69.4,33.8,98.2,10151.7,7234.0,11331.3,2,0.002,0.885,0.113,0.930,0.455,12.4,0.00,2,1525,148
3671,BossLose,Timeout,90.0,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,43,733,0.63,1.00,0.86,1,9,0,8,35.802,8.8,-1.0,-1.0,-1.0,1079.0,3,54.3,4.1,80.9,32.2,7.6,78.4,78.4,28.3,106.4,19782.4,18211.8,19204.1,2,0.000,0.922,0.078,0.966,0.000,28.8,0.00,1,4349,483
3718,BossWin,AllPlayerDeath,25.4,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,555,0.72,0.00,0.00,6,6,3,2,9.162,25.4,16.1,25.4,16.1,279.2,2,19.5,5.8,53.5,45.7,9.0,63.5,58.4,22.6,72.8,7340.7,8098.1,4770.9,4,0.000,0.847,0.153,0.884,0.980,14.1,0.00,1,1124,124
3930,BossLose,BossDeath,81.5,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,313,2000,0.00,0.78,0.17,4,23,10,12,46.247,35.9,-1.0,-1.0,-1.0,961.8,3,33.7,4.6,68.4,33.6,5.4,93.1,62.8,22.6,99.0,21977.8,20772.0,21086.1,3,0.001,0.907,0.092,0.965,0.956,15.6,0.00,4,3935,366
4009,BossWin,AllPlayerDeath,18.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,421,0.79,0.00,0.00,5,5,2,2,10.177,12.2,18.2,12.2,18.2,197.6,2,11.9,7.9,18.3,41.1,5.8,66.2,56.5,22.6,72.6,4484.9,3193.1,6968.1,3,0.004,0.836,0.159,0.907,0.979,12.3,0.00,2,825,100
4158,BossWin,AllPlayerDeath,18.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,255,0.87,0.00,0.00,5,5,1,2,35.177,11.9,18.1,12.1,18.1,201.5,2,12.6,4.7,19.4,45.3,7.7,73.3,65.1,19.9,82.1,5537.1,3095.6,7492.7,2,0.004,0.857,0.138,0.929,0.902,23.5,0.00,2,841,72
4227,BossWin,AllPlayerDeath,18.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,436,0.78,0.00,0.00,5,5,1,3,11.380,6.8,18.8,6.8,18.8,204.1,2,15.0,10.9,19.5,26.7,5.7,62.5,49.9,24.8,73.0,4720.6,959.5,6182.1,2,0.003,0.837,0.160,0.892,0.939,11.5,0.00,2,838,110
4355,BossLose,BossDeath,61.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,272,2000,0.00,0.86,0.23,4,11,4,13,16.159,23.2,-1.0,-1.0,-1.0,664.8,3,37.7,4.0,73.7,29.7,5.3,63.7,64.4,19.9,96.7,18331.5,16929.4,19496.9,4,0.001,0.838,0.161,0.884,0.427,20.8,0.00,3,2696,798
4555,BossWin,AllPlayerDeath,15.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,14,0.99,0.00,0.00,4,4,1,1,4.006,6.5,15.5,6.5,15.5,156.0,2,13.7,9.8,19.5,28.7,5.7,60.4,47.6,24.8,69.7,3684.9,782.5,2916.5,2,0.000,0.774,0.226,0.804,0.934,13.6,0.00,1,624,113
4665,BossWin,AllPlayerDeath,18.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,14,0.99,0.00,0.00,5,5,0,1,36.151,11.9,18.1,12.1,18.1,204.1,2,14.1,4.8,20.3,43.7,6.8,69.8,63.1,19.9,81.1,6369.2,3220.0,7661.1,2,0.002,0.870,0.127,0.926,0.978,24.5,0.00,2,836,78
4688,BossWin,AllPlayerDeath,18.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,302,0.85,0.00,0.00,4,5,1,1,8.005,12.2,18.5,12.2,18.5,213.2,2,14.3,8.8,20.7,43.7,9.7,67.8,62.4,19.9,78.1,6306.6,4948.9,6276.9,2,0.002,0.889,0.108,0.917,0.973,16.1,0.00,1,846,75
4731,BossWin,AllPlayerDeath,18.7,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,377,0.81,0.00,0.00,5,5,2,2,9.921,12.2,18.7,12.2,18.7,204.1,2,12.6,7.8,17.9,40.1,5.6,67.6,57.0,22.6,75.0,5949.6,2406.2,7400.5,3,0.003,0.842,0.155,0.905,0.960,12.7,0.00,0,845,103
4736,BossWin,AllPlayerDeath,18.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,196,0.90,0.00,0.00,5,5,1,2,11.504,12.0,18.2,12.0,18.2,210.3,2,15.6,9.1,20.9,47.7,7.4,76.0,69.6,19.9,87.5,6395.8,4464.5,6533.2,2,0.000,0.890,0.110,0.926,0.950,12.8,0.00,1,844,87
4818,BossWin,AllPlayerDeath,18.8,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,135,0.93,0.00,0.00,5,5,1,2,35.640,12.1,18.8,12.2,18.8,218.4,2,13.4,4.7,18.7,46.0,8.1,74.4,66.2,19.9,84.5,6274.2,4656.9,6825.2,2,0.004,0.895,0.101,0.917,0.921,27.4,0.00,1,862,73
4827,BossWin,AllPlayerDeath,21.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,180,0.91,0.00,0.00,5,5,1,2,8.624,21.0,15.0,21.0,15.0,223.3,2,37.1,5.8,71.4,24.3,6.0,64.3,63.0,22.6,74.8,3782.5,6643.5,3316.1,4,0.000,0.819,0.181,0.842,0.990,9.9,0.00,2,885,137
4893,BossWin,AllPlayerDeath,15.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,143,0.93,0.00,0.00,4,4,1,2,9.088,6.6,15.1,6.6,15.1,159.9,2,11.6,6.6,19.5,28.6,5.5,58.9,46.4,24.8,66.2,3560.9,756.5,3402.9,2,0.003,0.818,0.179,0.898,0.960,11.0,0.00,1,676,105
5014,BossWin,AllPlayerDeath,18.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,226,0.89,0.00,0.00,5,5,1,2,6.767,12.2,18.6,12.2,18.6,217.1,2,14.1,8.8,19.3,43.7,8.8,67.8,62.8,19.9,79.5,6099.0,5090.8,5676.6,2,0.001,0.897,0.102,0.923,0.932,15.6,0.00,2,860,80
5117,BossWin,AllPlayerDeath,18.6,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,422,0.79,0.00,0.00,4,5,1,3,6.129,6.6,18.6,6.6,18.6,196.3,2,11.7,6.0,19.5,29.7,9.3,58.8,46.5,24.8,65.9,6440.3,756.9,6462.6,2,0.002,0.815,0.183,0.828,0.903,15.5,0.00,2,768,120
5203,BossWin,AllPlayerDeath,25.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,470,0.76,0.00,0.00,4,5,1,3,9.788,6.7,25.0,6.7,25.0,276.9,2,14.5,10.6,19.5,20.7,5.9,60.6,48.1,24.8,71.6,4818.1,863.7,6128.3,2,0.003,0.852,0.145,0.889,0.568,11.9,0.00,1,1111,130
5226,BossWin,AllPlayerDeath,15.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,211,0.89,0.00,0.00,4,4,1,1,8.970,6.6,15.3,6.6,15.3,162.5,2,15.6,11.5,19.5,28.1,6.3,60.5,49.1,24.8,73.0,3727.2,881.0,3509.6,2,0.004,0.819,0.177,0.886,0.938,12.5,0.00,1,677,91
5332,BossWin,AllPlayerDeath,15.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,151,0.92,0.00,0.00,4,4,1,0,7.966,6.7,15.1,6.7,15.1,159.9,2,14.1,9.8,19.5,29.0,7.1,60.2,48.6,24.8,71.8,3844.7,949.6,3533.4,2,0.005,0.816,0.179,0.889,0.942,12.8,0.00,1,671,91
5418,BossWin,AllPlayerDeath,18.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,88,0.96,0.00,0.00,5,5,1,1,11.404,12.1,18.2,12.1,18.2,209.3,2,14.1,9.3,18.6,47.8,7.6,75.2,68.7,19.9,85.0,6133.3,5012.5,6504.4,2,0.002,0.888,0.110,0.916,0.950,11.8,0.00,1,832,79
5512,BossWin,AllPlayerDeath,19.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,265,0.87,0.00,0.00,4,4,1,1,5.374,6.6,19.0,6.6,19.0,197.6,2,15.6,11.8,19.5,28.1,5.7,61.5,50.5,24.8,73.9,6248.2,1053.2,7009.1,2,0.004,0.801,0.195,0.844,0.758,15.2,0.00,1,802,129
5517,BossWin,AllPlayerDeath,20.3,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,196,0.90,0.00,0.00,4,4,1,2,10.318,6.8,20.3,6.8,20.3,213.2,2,13.5,9.5,19.5,27.9,5.0,63.6,50.1,24.8,71.6,7710.2,1152.2,7234.3,2,0.003,0.810,0.187,0.856,0.691,10.6,0.00,1,868,129
5665,BossLose,Timeout,90.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,227,634,0.68,0.24,1.00,1,15,1,5,38.905,-1.0,78.0,-1.0,-1.0,1080.1,3,53.8,6.0,82.4,32.3,4.5,87.1,77.0,24.8,105.2,22005.4,17915.9,18199.4,2,0.000,0.923,0.077,0.954,0.156,27.7,0.00,1,4292,421
5713,BossWin,AllPlayerDeath,39.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,482,0.76,0.00,0.00,6,10,6,1,9.754,39.0,16.6,39.0,16.6,440.7,3,20.4,5.8,51.1,51.6,8.8,75.4,67.0,33.8,97.9,16941.3,18360.0,5380.4,3,0.001,0.871,0.128,0.815,0.878,20.8,0.00,1,1588,182
5727,BossLose,Timeout,90.0,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,243,614,0.69,1.00,0.19,4,28,1,5,6.619,-1.0,-1.0,-1.0,-1.0,1084.7,3,57.1,10.6,74.6,26.8,5.3,37.8,74.5,22.6,101.6,19560.8,16044.5,20599.0,14,0.001,0.927,0.072,0.935,0.822,29.0,0.00,3,4208,637
5842,BossWin,AllPlayerDeath,30.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,316,0.84,0.00,0.00,6,7,3,3,9.262,20.3,30.2,20.3,30.2,338.0,3,15.5,9.0,25.6,39.8,6.3,68.8,58.6,22.6,75.8,9663.1,5866.8,8902.3,3,0.001,0.860,0.139,0.930,0.957,19.8,0.00,3,1406,157
5846,BossWin,AllPlayerDeath,18.1,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,464,0.77,0.00,0.00,4,5,2,2,35.888,10.0,18.1,17.4,18.1,201.5,2,21.2,5.0,60.1,38.7,8.8,70.6,58.6,22.6,75.5,5681.2,4116.4,4529.4,3,0.004,0.857,0.138,0.898,0.985,15.3,0.00,0,813,97
5850,BossWin,AllPlayerDeath,18.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,195,0.90,0.00,0.00,5,5,0,2,11.410,12.0,18.2,12.0,18.2,209.0,2,15.8,8.2,21.3,46.4,7.4,74.0,68.3,19.9,86.7,6171.5,4350.4,7078.4,2,0.000,0.885,0.115,0.908,0.988,12.9,0.00,0,827,86
5937,BossLose,Timeout,90.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,207,936,0.53,0.57,0.74,2,23,7,1,50.272,74.0,-1.0,-1.0,-1.0,1088.1,3,26.6,3.6,71.4,54.0,8.8,97.8,74.4,32.5,106.8,28202.0,24695.7,22827.9,2,0.000,0.930,0.070,0.962,0.813,23.8,0.00,1,4332,354
5949,BossLose,Timeout,90.0,BossRangedZoner,PlayerRangedKiter,PlayerRangedKiter,209,813,0.59,0.42,0.89,3,14,4,2,8.695,-1.0,-1.0,-1.0,-1.0,1087.6,3,26.4,6.7,37.3,54.4,14.1,77.4,70.0,24.8,96.7,23418.5,19575.9,21431.6,7,0.001,0.929,0.070,0.872,0.158,28.7,0.00,3,3926,439
5953,BossWin,AllPlayerDeath,24.5,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,196,0.90,0.00,0.00,5,6,1,2,9.838,12.1,24.5,12.1,24.5,266.5,2,13.9,10.1,18.8,38.1,5.2,74.6,63.9,19.9,83.9,7759.8,4269.6,8069.2,2,0.002,0.839,0.159,0.867,0.934,14.1,0.00,1,1060,141
5986,BossLose,Timeout,90.0,BossTankSustain,PlayerRangedKiter,PlayerRangedKiter,0,1407,0.30,1.00,1.00,0,9,14,1,32.885,-1.0,8.3,-1.0,-1.0,1046.0,3,18.6,5.0,59.8,51.0,5.0,82.9,63.5,17.2,96.4,19885.7,17336.3,21538.3,2,0.001,0.894,0.106,0.943,0.084,18.4,0.00,0,4245,280
6041,BossWin,AllPlayerDeath,18.2,BossMeleeAggro,PlayerRangedKiter,PlayerRangedKiter,600,223,0.89,0.00,0.00,5,5,2,1,9.277,18.2,12.2,18.2,12.2,200.2,2,44.0,8.1,68.7,10.4,5.4,21.2,57.5,22.6,71.6,5704.0,5426.7,3119.0,3,0.003,0.848,0.149,0.857,0.970,12.0,0.00,1,779,72
