Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
12,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,18,791,0.60,0.94,1.00,0,16,1,8,1.890,-1.0,-1.0,-1.0,-1.0,558.0,3,33.8,14.4,47.2,25.8,10.1,46.4,56.4,22.6,69.7,18588.6,21067.1,16995.3,19,0.000,0.930,0.070,0.935,0.976,24.4,0.00,0,2807,341
13,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,552,1241,0.38,0.16,0.00,8,12,8,6,10.850,-1.0,40.5,-1.0,40.5,552.6,3,30.7,5.1,67.4,26.1,11.5,46.5,56.8,13.6,89.1,17401.4,18079.4,14333.6,8,0.001,0.921,0.078,0.969,0.247,21.3,0.00,2,2907,268
14,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,399,1154,0.42,0.17,0.50,7,13,8,3,24.712,45.6,-1.0,-1.0,-1.0,564.0,3,25.9,4.9,43.4,37.1,9.2,63.7,60.1,19.9,82.8,14464.4,11571.1,14818.1,20,0.000,0.940,0.060,0.939,0.495,24.4,0.00,4,2818,326
15,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,305,730,0.64,0.00,0.98,5,16,11,2,7.155,55.3,-1.0,55.3,-1.0,553.4,3,24.8,8.5,34.1,37.9,14.1,56.2,59.4,29.0,77.4,10594.9,12279.0,12434.1,16,0.001,0.922,0.077,0.959,0.987,24.6,0.00,3,2877,238
16,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,199,1012,0.49,0.58,0.76,3,14,14,1,6.616,-1.0,-1.0,-1.0,-1.0,556.8,3,26.0,9.7,33.7,36.9,10.3,49.7,59.7,33.8,79.1,10899.0,11348.2,13655.0,27,0.001,0.928,0.072,0.956,0.986,25.0,0.00,2,2868,267
17,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,310,1138,0.43,0.00,0.97,6,13,10,4,7.132,48.6,-1.0,48.6,-1.0,537.8,3,24.2,8.1,33.1,35.5,11.6,56.4,55.1,22.6,78.4,12957.9,9075.1,15728.5,13,0.001,0.896,0.103,0.944,0.491,23.6,0.00,1,2832,322
18,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,271,811,0.59,0.97,0.12,3,15,5,3,11.242,-1.0,55.8,-1.0,-1.0,537.0,3,29.4,5.8,43.4,30.1,4.7,53.9,56.5,23.8,82.0,15982.2,17039.4,16888.5,25,0.000,0.895,0.105,0.907,0.927,23.5,0.00,1,2722,302
19,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,293,587,0.71,0.24,0.78,1,8,2,10,12.071,59.0,-1.0,-1.0,-1.0,554.6,3,36.5,3.6,56.1,23.2,7.4,28.8,57.7,23.9,72.5,17224.2,22769.2,15980.5,15,0.001,0.924,0.075,0.957,0.245,21.1,0.00,1,2871,253
20,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,444,1121,0.44,0.52,0.00,7,11,4,9,7.423,-1.0,49.0,-1.0,49.0,548.8,3,36.4,9.3,67.5,26.6,19.5,32.0,61.6,33.8,87.7,16277.7,20473.6,17103.5,16,0.001,0.914,0.085,0.911,0.247,24.7,0.00,0,2733,391
21,BossWin,AllPlayerDeath,36.3,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,600,396,0.80,0.00,0.00,3,10,7,1,6.524,36.3,23.4,36.3,23.4,333.8,3,26.6,16.1,33.7,35.0,8.2,56.8,57.5,33.8,81.9,6461.4,7321.9,10399.8,5,0.000,0.920,0.080,0.951,0.817,24.7,0.00,0,1727,152
22,BossWin,AllPlayerDeath,40.8,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,600,777,0.61,0.00,0.00,7,7,5,3,10.028,30.1,40.8,30.1,40.8,340.0,3,23.1,5.2,61.6,32.6,6.9,58.4,56.1,15.5,88.7,12332.9,10443.4,12857.0,8,0.002,0.834,0.164,0.859,0.365,16.1,0.00,6,1752,282
23,BossLose,Timeout,60.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,355,1454,0.27,0.21,0.61,5,16,13,2,1.202,-1.0,-1.0,-1.0,-1.0,539.0,3,28.0,11.6,55.6,33.4,5.3,63.0,54.6,17.5,82.1,7833.1,9671.0,9800.3,12,0.000,0.898,0.102,0.860,0.990,23.8,0.00,5,2581,490
24,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,121,1065,0.47,0.84,0.76,1,12,12,2,5.870,-1.0,-1.0,-1.0,-1.0,539.6,3,25.7,5.6,43.1,36.1,9.9,53.7,56.8,22.6,76.3,12315.3,15418.3,12398.9,22,0.001,0.899,0.100,0.878,0.496,23.6,0.00,1,2635,422
25,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,331,1002,0.50,0.63,0.27,3,15,13,1,4.559,-1.0,-1.0,-1.0,-1.0,552.0,3,26.0,6.1,44.8,33.1,8.7,49.4,55.5,22.1,76.9,11158.7,13936.1,10497.3,49,0.000,0.920,0.080,0.950,0.574,21.9,0.00,2,2852,290
26,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,266,1129,0.44,0.24,0.87,5,11,9,1,7.034,-1.0,-1.0,-1.0,-1.0,556.6,3,26.3,12.6,33.7,34.8,8.9,43.7,56.5,19.9,72.8,8867.6,9281.8,10893.5,45,0.001,0.927,0.072,0.944,0.249,24.9,0.00,2,2834,299
27,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,129,972,0.51,0.63,0.94,2,9,15,1,5.509,-1.0,-1.0,-1.0,-1.0,564.8,3,25.0,10.3,34.1,34.2,10.8,50.0,54.3,19.9,77.4,12282.4,12704.9,17967.2,53,0.001,0.941,0.058,0.936,0.000,25.9,0.00,1,2809,277
28,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,113,608,0.70,0.79,0.84,0,3,3,6,19.373,32.6,-1.0,-1.0,-1.0,551.0,3,40.1,4.5,71.1,24.0,7.7,47.4,59.3,19.9,87.9,18184.4,19722.7,20783.7,7,0.000,0.918,0.082,0.926,0.000,24.1,0.00,0,2778,413
29,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,336,1494,0.25,0.25,0.63,2,13,6,10,6.961,-1.0,-1.0,-1.0,-1.0,538.6,3,33.4,5.1,62.4,26.5,5.4,48.2,55.0,22.6,83.4,19167.4,22816.1,22034.1,15,0.001,0.897,0.102,0.935,0.562,20.2,0.00,2,2805,460
30,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,88,702,0.65,0.71,1.00,0,3,2,9,4.605,-1.0,-1.0,-1.0,-1.0,562.6,3,35.0,6.3,56.9,24.7,5.1,48.9,57.3,22.1,81.0,13126.3,22069.9,10235.3,15,0.001,0.937,0.062,0.974,0.000,24.6,0.00,0,2922,279
31,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,43,1081,0.46,0.86,1.00,0,5,3,7,14.973,51.1,-1.0,-1.0,-1.0,543.6,3,38.0,4.5,73.6,26.5,12.1,49.3,59.8,22.6,97.6,15639.7,19116.3,19991.4,16,0.001,0.906,0.093,0.918,0.000,26.3,0.00,0,2755,432
32,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,91,1067,0.47,0.94,0.76,1,12,4,6,5.852,38.3,-1.0,-1.0,-1.0,547.8,3,36.8,3.7,70.8,23.6,5.9,31.7,54.2,12.6,87.5,18350.8,14233.8,22320.4,17,0.001,0.913,0.087,0.895,0.483,23.6,0.00,1,2687,554
33,BossWin,AllPlayerDeath,41.7,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,600,957,0.52,0.00,0.00,8,11,6,5,11.104,31.1,41.7,31.1,41.7,378.0,3,24.2,7.6,34.0,33.8,10.8,56.5,56.4,24.8,73.9,15350.0,9338.4,17917.1,10,0.001,0.908,0.091,0.899,0.955,21.5,0.00,5,1873,256
34,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,85,1149,0.43,0.76,0.96,1,12,12,0,2.699,-1.0,-1.0,-1.0,-1.0,559.8,3,25.0,6.4,33.7,34.8,19.3,52.4,56.2,22.1,71.4,11309.5,13014.0,13751.7,44,0.001,0.933,0.067,0.959,0.496,23.5,0.00,0,2878,249
35,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,9,1205,0.40,1.00,0.97,0,8,14,1,4.347,-1.0,-1.0,-1.0,-1.0,556.0,3,26.6,17.3,33.9,38.3,9.4,66.5,59.8,33.8,86.1,8329.2,8885.5,10648.7,35,0.000,0.926,0.073,0.924,0.000,27.0,0.00,0,2772,330
36,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,80,1206,0.40,0.91,0.83,1,9,13,1,5.449,-1.0,-1.0,-1.0,-1.0,555.4,3,26.3,15.1,34.2,37.5,9.9,55.2,57.8,33.8,79.0,10456.1,10000.4,10662.6,37,0.001,0.925,0.073,0.927,0.248,29.0,0.00,1,2782,333
37,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,14,1170,0.42,1.00,0.95,0,9,6,7,9.311,-1.0,34.6,-1.0,-1.0,549.0,3,32.2,8.9,55.3,30.5,4.7,71.2,56.1,22.6,89.4,14023.4,13874.7,19622.8,7,0.000,0.915,0.085,0.956,0.000,26.0,0.00,0,2870,284
38,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,223,557,0.72,0.45,0.81,3,12,8,0,5.882,-1.0,-1.0,-1.0,-1.0,555.6,3,25.8,8.4,33.7,37.3,14.1,55.5,57.6,29.0,77.7,8608.6,8288.9,10045.0,27,0.001,0.926,0.073,0.957,0.494,26.3,0.00,2,2873,254
39,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,264,557,0.72,0.51,0.61,2,11,3,10,17.636,57.6,-1.0,-1.0,-1.0,544.8,3,36.4,4.6,70.2,25.9,8.0,42.2,57.9,13.0,84.2,16349.6,23354.9,20530.9,31,0.001,0.908,0.092,0.914,0.478,24.1,0.00,1,2742,406
40,BossLose,Timeout,60.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,153,1605,0.20,0.49,1.00,1,13,14,1,1.460,-1.0,-1.0,-1.0,-1.0,553.6,3,24.9,5.8,35.2,38.4,14.1,61.7,58.4,24.8,84.5,10506.9,11868.1,12855.6,17,0.001,0.922,0.077,0.970,0.283,26.4,0.00,0,2912,237
41,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,149,765,0.62,0.65,0.85,1,9,13,1,13.531,-1.0,2.0,-1.0,-1.0,548.0,3,26.7,14.2,40.9,35.8,4.7,55.7,57.5,29.0,73.0,9328.9,10560.2,12159.7,2,0.001,0.913,0.086,0.980,0.000,25.7,0.00,0,2941,178
42,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,218,939,0.53,0.61,0.67,3,15,12,1,3.953,-1.0,-1.0,-1.0,-1.0,551.2,3,26.3,9.9,46.8,35.1,5.6,53.9,57.8,22.1,70.2,9176.0,9836.1,12294.9,39,0.000,0.918,0.082,0.934,0.983,26.0,0.00,1,2803,332
43,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,584,914,0.54,0.00,0.05,8,15,5,7,8.248,31.1,-1.0,31.1,-1.0,551.0,3,24.4,6.9,32.8,31.9,10.1,54.5,56.8,29.0,73.1,13487.1,6913.4,18785.6,8,0.000,0.918,0.082,0.974,0.975,25.2,0.00,4,2924,306
44,BossLose,Timeout,60.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,126,858,0.57,1.00,0.58,2,17,5,5,3.301,-1.0,-1.0,-1.0,-1.0,554.0,3,31.8,11.8,56.1,31.2,8.7,56.5,59.9,19.9,84.7,16852.6,21034.7,17820.6,26,0.000,0.923,0.077,0.913,0.919,26.2,0.00,0,2739,394
45,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,111,1287,0.36,0.65,0.98,1,10,13,1,3.167,-1.0,-1.0,-1.0,-1.0,555.2,3,26.1,10.0,43.9,34.8,6.0,50.8,55.4,22.1,72.1,9796.0,11964.1,13019.5,33,0.000,0.925,0.075,0.929,0.241,24.9,0.00,1,2789,328
46,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,142,675,0.66,0.81,0.72,1,8,8,0,2.487,-1.0,-1.0,-1.0,-1.0,556.8,3,24.6,5.1,35.4,36.3,19.5,54.0,54.9,22.1,73.6,7674.3,8225.3,8654.3,56,0.001,0.928,0.072,0.951,0.000,27.8,0.00,1,2853,290
47,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,312,938,0.53,0.20,0.76,3,12,12,1,5.125,-1.0,-1.0,-1.0,-1.0,556.0,3,26.2,11.8,34.3,35.7,10.0,53.1,55.1,33.4,76.6,8113.0,9291.8,11082.5,23,0.000,0.927,0.073,0.885,0.476,24.5,0.00,2,2656,336
48,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,118,1309,0.35,0.61,1.00,2,10,14,3,9.996,-1.0,10.2,-1.0,-1.0,531.6,3,27.8,5.3,61.1,35.8,4.7,57.7,59.5,19.4,84.2,12098.2,17065.4,14765.1,2,0.001,0.886,0.113,0.935,0.051,27.0,0.00,0,2805,202
49,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,90,1190,0.41,0.85,0.85,0,7,11,2,3.460,-1.0,-1.0,-1.0,-1.0,556.4,3,24.8,7.5,34.6,37.2,14.1,58.4,57.6,22.2,79.6,7927.2,10218.9,9584.7,19,0.001,0.927,0.072,0.972,0.000,25.8,0.00,0,2917,240
50,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,20,649,0.68,1.00,0.93,0,16,8,1,3.224,-1.0,-1.0,-1.0,-1.0,557.0,3,26.5,12.6,33.9,38.9,8.9,60.4,59.9,19.9,83.5,11191.2,11575.6,15229.5,21,0.000,0.928,0.072,0.937,0.983,26.0,0.00,0,2811,277
51,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,20,958,0.52,1.00,0.93,0,9,12,1,1.712,-1.0,24.3,-1.0,-1.0,523.0,3,24.8,5.8,49.6,38.3,4.6,60.8,57.4,10.0,89.1,11313.5,18228.3,12522.8,7,0.000,0.872,0.128,0.912,0.250,26.2,0.00,0,2736,259
52,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,238,911,0.54,0.24,0.97,5,13,6,1,4.766,-1.0,-1.0,-1.0,-1.0,558.8,3,25.9,9.9,33.9,40.7,10.3,68.6,58.1,19.9,89.1,8958.7,9347.5,11159.4,35,0.001,0.931,0.068,0.961,0.497,26.5,0.00,1,2884,235
53,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,155,845,0.58,0.87,0.61,2,14,7,1,5.792,-1.0,-1.0,-1.0,-1.0,554.8,3,26.7,12.6,34.6,37.7,8.4,57.1,56.5,19.9,79.7,6601.8,6759.8,9907.1,13,0.001,0.924,0.075,0.919,0.498,24.9,0.00,1,2757,290
54,BossLose,Timeout,60.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,359,1375,0.31,0.53,0.27,3,19,15,1,4.625,-1.0,-1.0,-1.0,-1.0,557.0,3,26.6,16.5,34.7,37.5,8.3,53.5,58.6,33.8,79.1,9943.0,11472.3,10091.7,21,0.000,0.928,0.072,0.947,0.990,25.8,0.00,0,2841,267
55,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,0,900,0.55,1.00,1.00,0,5,11,1,3.028,-1.0,-1.0,-1.0,-1.0,557.0,3,25.3,12.0,34.1,37.4,8.5,55.8,56.9,19.9,85.3,12870.2,14794.0,9393.9,11,0.000,0.928,0.072,0.966,0.000,23.3,0.00,0,2898,247
56,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,316,932,0.53,0.22,0.73,3,15,11,3,4.671,-1.0,-1.0,-1.0,-1.0,543.8,3,27.9,11.9,50.5,32.9,5.1,54.0,57.0,22.1,75.8,8068.1,10640.8,13062.2,36,0.001,0.906,0.093,0.957,0.934,21.8,0.00,1,2873,282
57,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,38,1177,0.41,0.90,0.97,0,9,5,14,3.337,-1.0,-1.0,-1.0,-1.0,551.2,3,34.4,14.2,55.8,24.9,7.4,51.5,55.3,28.8,78.3,15565.9,18266.7,16803.4,10,0.000,0.918,0.082,0.946,0.000,25.4,0.00,0,2838,287
58,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,126,606,0.70,0.58,1.00,0,11,1,7,7.262,-1.0,-1.0,-1.0,-1.0,568.0,3,36.7,8.8,68.1,25.2,12.5,31.1,58.8,19.9,87.5,21164.8,22034.0,21108.8,19,0.001,0.946,0.053,0.930,0.474,25.6,0.00,0,2792,410
59,BossLose,Timeout,60.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,319,1227,0.39,0.52,0.41,2,10,9,5,11.671,40.3,-1.0,-1.0,-1.0,531.0,3,29.8,1.2,71.3,32.1,5.3,49.6,58.2,5.6,100.5,12537.0,12899.4,16922.8,14,0.000,0.885,0.115,0.888,0.082,24.8,0.00,1,2665,692
60,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,262,612,0.69,0.89,0.24,5,11,2,7,15.213,46.0,-1.0,-1.0,-1.0,537.0,3,39.2,4.8,69.3,26.9,8.6,48.5,61.1,31.5,92.3,12975.0,13701.8,19715.0,15,0.001,0.895,0.104,0.882,0.248,22.7,0.00,3,2647,536
61,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,223,785,0.61,0.61,0.65,1,9,13,1,4.452,-1.0,-1.0,-1.0,-1.0,554.8,3,26.6,14.2,34.4,35.8,9.5,47.0,57.6,22.6,75.0,10826.4,11724.9,11141.1,34,0.001,0.924,0.075,0.920,0.000,25.5,0.00,0,2761,363
62,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,193,1059,0.47,0.40,0.96,3,10,13,1,15.611,-1.0,2.0,-1.0,-1.0,556.2,3,26.5,18.0,36.6,34.7,4.8,50.3,57.8,22.1,75.2,9311.0,9430.0,14761.1,1,0.000,0.927,0.073,0.988,0.246,21.9,0.00,2,2964,173
63,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,28,1203,0.40,0.95,0.95,0,4,10,5,2.094,-1.0,-1.0,-1.0,-1.0,547.4,3,27.9,16.0,55.2,35.8,9.3,52.2,56.8,22.1,77.0,9664.9,14420.5,12140.6,20,0.001,0.912,0.087,0.879,0.000,25.4,0.00,0,2639,371
64,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,190,741,0.63,0.83,0.54,1,12,10,1,4.199,-1.0,-1.0,-1.0,-1.0,551.0,3,25.0,5.5,33.9,36.5,8.4,56.1,54.1,22.6,76.4,9060.7,9779.5,10296.5,32,0.000,0.918,0.082,0.902,0.499,23.4,0.00,0,2708,323
65,BossLose,Timeout,60.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,316,871,0.56,0.14,0.81,3,16,8,1,5.170,-1.0,-1.0,-1.0,-1.0,557.0,3,26.0,12.5,34.3,38.0,8.4,68.8,57.6,19.9,89.0,7500.4,7710.7,10414.9,25,0.000,0.928,0.072,0.899,0.493,25.1,0.00,2,2699,313
66,BossLose,Timeout,60.0,BossTankSustain,PlayerCCDebuffer,PlayerCCDebuffer,289,1100,0.45,0.14,0.90,2,11,3,9,7.724,28.2,-1.0,-1.0,-1.0,526.6,3,34.8,3.9,52.9,25.7,5.2,57.4,55.5,16.7,84.8,13007.9,18693.1,14063.5,7,0.001,0.877,0.122,0.927,0.227,22.8,0.00,2,2782,809
67,BossLose,Timeout,60.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,134,563,0.72,0.65,0.90,2,12,9,1,3.529,-1.0,-1.0,-1.0,-1.0,559.2,3,24.6,5.1,35.1,37.7,14.2,59.7,59.1,29.0,76.0,8195.6,9720.8,11313.7,13,0.000,0.932,0.068,0.981,0.248,24.6,0.00,0,2945,204
68,BossLose,Timeout,60.0,BossRangedZoner,PlayerCCDebuffer,PlayerCCDebuffer,301,754,0.62,0.91,0.09,2,10,6,4,1.797,-1.0,-1.0,-1.0,-1.0,546.4,3,32.8,10.0,67.4,31.6,12.2,51.5,57.9,33.8,82.4,20251.1,22750.2,18445.1,30,0.001,0.910,0.088,0.910,0.243,24.1,0.00,1,2731,417
69,BossLose,Timeout,60.0,BossMeleeAggro,PlayerCCDebuffer,PlayerCCDebuffer,136,940,0.53,0.77,0.77,2,16,10,1,1.437,-1.0,-1.0,-1.0,-1.0,554.6,3,27.0,19.5,34.0,41.6,9.4,67.0,61.6,33.8,92.3,8821.1,9931.1,12145.1,31,0.001,0.924,0.075,0.901,0.978,26.6,0.00,2,2703,353
