Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
31,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,24,1372,0.31,1.00,0.92,0,16,7,1,5.691,-1.0,-1.0,-1.0,-1.0,737.0,3,25.5,14.2,44.3,26.7,7.7,39.2,40.7,29.0,57.6,2398.0,5450.3,3456.0,2,0.001,0.819,0.181,0.987,0.165,18.9,0.00,0,0,0
33,BossWin,AllPlayerDeath,56.2,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1261,0.37,0.00,0.00,9,9,3,5,9.497,31.2,56.2,31.2,56.2,484.0,3,20.3,6.0,29.0,28.8,6.7,72.8,51.1,20.2,80.0,9772.4,5710.9,14761.1,29,0.003,0.862,0.135,0.890,0.000,19.5,0.00,0,0,0
38,BossLose,BossDeath,80.9,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,567,2000,0.00,0.00,0.11,4,18,7,8,7.825,54.3,-1.0,54.3,-1.0,710.0,3,27.4,7.0,44.1,23.3,5.7,46.2,50.4,29.0,67.2,19395.0,15236.7,22725.8,9,0.001,0.878,0.122,0.881,0.660,20.7,0.00,0,0,0
42,BossWin,AllPlayerDeath,31.3,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,615,0.69,0.00,0.00,7,7,2,2,7.830,20.1,31.3,20.1,31.3,268.0,3,19.9,6.8,29.8,25.4,8.5,44.5,48.3,29.0,64.7,4748.5,3877.6,7318.4,14,0.002,0.857,0.141,0.845,0.951,16.4,0.00,0,0,0
43,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,536,305,0.85,0.21,0.00,6,17,1,2,17.279,-1.0,74.8,-1.0,80.7,787.4,3,25.6,6.1,58.3,32.5,1.8,67.3,50.2,5.1,84.4,7212.9,11685.3,9768.2,18,0.001,0.875,0.124,0.882,0.328,21.9,0.00,0,0,0
45,BossWin,AllPlayerDeath,66.5,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,920,0.54,0.00,0.00,7,7,3,3,8.627,40.6,66.5,40.6,66.5,549.0,3,27.2,6.8,54.7,20.8,8.8,41.9,46.9,19.9,68.6,13321.6,13349.1,13026.2,5,0.001,0.826,0.173,0.914,0.000,18.3,0.00,0,0,0
48,BossWin,AllPlayerDeath,62.1,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,805,0.60,0.00,0.00,9,18,3,3,10.077,38.1,62.1,38.1,62.1,517.0,3,20.1,7.6,29.0,26.8,6.9,48.1,42.9,22.1,67.7,4104.9,3718.9,6388.3,1,0.001,0.833,0.166,0.978,0.986,18.3,0.00,0,0,0
50,BossWin,AllPlayerDeath,67.5,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,660,0.67,0.00,0.00,6,11,3,1,8.430,46.9,67.5,46.9,67.5,574.0,3,21.3,12.4,30.4,30.0,8.3,55.4,48.5,19.9,75.4,10066.7,4695.3,15776.9,2,0.001,0.851,0.148,0.946,0.000,19.7,0.00,0,0,0
55,BossWin,AllPlayerDeath,64.8,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,731,0.63,0.00,0.00,9,14,2,3,10.063,40.3,64.8,40.3,64.8,540.0,3,21.0,7.3,30.6,27.9,8.1,50.9,50.3,22.1,75.1,5580.3,6184.3,9805.2,11,0.000,0.833,0.167,0.930,0.229,19.9,0.00,0,0,0
58,BossWin,AllPlayerDeath,23.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,125,0.94,0.00,0.00,5,6,0,1,4.399,12.3,23.5,12.3,23.5,200.0,2,17.8,5.8,24.9,27.3,14.2,44.3,46.9,29.0,61.1,4258.7,1643.0,6833.2,2,0.003,0.853,0.145,0.946,0.968,18.6,0.00,0,0,0
59,BossLose,BossDeath,80.7,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,97,2000,0.00,0.68,1.00,0,12,0,15,5.495,-1.0,-1.0,-1.0,-1.0,660.2,3,31.1,14.2,45.3,17.0,9.3,20.8,35.1,24.9,58.4,2454.4,5612.0,2546.6,1,0.001,0.818,0.181,0.992,0.422,16.7,0.00,0,0,0
61,BossWin,AllPlayerDeath,42.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,90,0.96,0.00,0.00,6,9,0,1,10.458,32.4,42.5,32.4,42.5,362.0,3,20.8,6.8,30.0,27.6,8.3,46.5,48.4,22.1,67.0,4610.8,5983.4,7668.2,9,0.002,0.852,0.146,0.918,0.348,18.7,0.00,0,0,0
62,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,467,1069,0.47,0.44,0.00,6,24,2,4,10.319,-1.0,60.1,-1.0,60.1,740.4,3,29.4,8.0,52.7,16.8,8.1,23.9,42.7,29.0,71.3,6293.4,9676.1,4124.5,2,0.001,0.822,0.177,0.968,0.959,17.3,0.00,0,0,0
68,BossWin,AllPlayerDeath,48.5,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,990,0.51,0.00,0.00,8,12,6,1,9.071,48.5,23.2,48.5,23.2,405.0,3,26.8,6.7,48.0,17.4,9.2,22.7,45.4,29.0,67.1,8295.4,11556.1,3026.5,2,0.001,0.836,0.163,0.929,0.607,18.1,0.00,0,0,0
69,BossWin,AllPlayerDeath,48.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,810,0.60,0.00,0.00,9,15,1,4,8.687,35.2,48.5,35.2,48.5,414.0,3,21.4,12.1,29.6,29.4,8.4,46.4,49.9,19.9,65.4,5886.6,5286.3,10320.1,8,0.002,0.854,0.144,0.944,0.974,20.3,0.00,0,0,0
74,BossWin,AllPlayerDeath,73.9,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1196,0.40,0.00,0.00,6,15,6,2,13.211,65.6,73.9,65.6,73.9,603.0,3,27.5,9.3,50.3,25.7,5.1,50.8,47.4,22.6,71.7,10094.4,9087.3,13541.5,6,0.001,0.816,0.183,0.938,0.252,19.2,0.00,0,0,0
78,BossWin,AllPlayerDeath,40.1,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,803,0.60,0.00,0.00,5,6,3,2,6.357,27.5,40.1,27.5,40.1,343.0,3,20.5,12.2,29.9,28.6,14.1,49.7,50.5,24.8,75.0,5834.6,4676.9,10195.3,12,0.001,0.857,0.142,0.931,0.000,19.8,0.00,0,0,0
86,BossWin,AllPlayerDeath,55.3,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1538,0.23,0.00,0.00,5,13,6,5,10.032,55.3,36.6,55.3,36.6,506.0,3,21.4,8.3,30.6,30.5,10.0,46.0,49.3,28.2,68.2,9337.0,10514.9,8681.8,5,0.001,0.916,0.083,0.923,0.887,17.9,0.00,0,0,0
88,BossLose,BossDeath,51.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,129,2000,0.00,1.00,0.57,0,11,7,5,-2.074,-1.0,-1.0,-1.0,-1.0,227.0,3,24.6,11.5,35.9,26.9,14.1,32.6,49.1,29.0,61.1,1751.5,3717.4,6038.9,31,0.002,0.891,0.108,0.688,0.577,26.1,0.00,0,0,0
89,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,123,1576,0.21,1.00,0.59,0,19,10,1,1.509,-1.0,-1.0,-1.0,-1.0,387.1,3,24.4,13.9,36.4,27.1,13.7,31.9,44.5,24.8,61.2,1884.0,3659.9,5853.9,43,0.000,0.860,0.140,0.774,0.427,23.6,0.00,0,0,0
90,BossWin,AllPlayerDeath,57.9,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,446,0.78,0.00,0.00,4,9,1,2,6.419,57.9,40.9,57.9,40.9,245.0,3,26.9,10.8,50.5,21.5,11.4,30.0,44.9,22.6,61.5,3296.9,9158.2,4418.5,28,0.001,0.847,0.152,0.868,0.000,21.6,0.00,0,0,0
91,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,241,1026,0.49,1.00,0.20,3,27,0,6,5.301,-1.0,-1.0,-1.0,-1.0,377.5,3,24.8,11.0,32.2,25.9,17.0,31.6,43.9,33.8,59.1,1146.5,5018.7,3375.9,44,0.001,0.839,0.160,0.922,0.967,22.8,0.00,0,0,0
92,BossWin,AllPlayerDeath,85.5,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,180,0.91,0.00,0.00,8,16,0,2,10.536,62.6,85.5,62.6,85.5,351.5,3,23.2,11.7,31.0,26.2,5.1,35.6,44.4,22.1,56.8,1865.7,3305.9,4738.4,57,0.001,0.823,0.177,0.916,0.000,21.0,0.00,0,0,0
93,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,202,1326,0.34,0.34,0.99,0,15,0,8,7.351,-1.0,-1.0,-1.0,-1.0,377.7,3,29.5,11.6,48.4,20.0,8.6,26.7,42.9,33.8,58.2,735.8,5655.9,1889.2,1,0.001,0.839,0.160,0.992,0.043,20.1,0.00,0,0,0
94,BossWin,AllPlayerDeath,40.1,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,713,0.64,0.00,0.00,8,11,0,4,6.386,40.1,31.5,40.1,31.5,170.5,3,26.0,13.0,33.4,22.0,15.0,29.1,47.0,22.1,55.6,3371.3,8796.5,3419.7,32,0.001,0.851,0.147,0.843,0.955,21.1,0.00,0,0,0
95,BossLose,BossDeath,79.3,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,368,2000,0.00,0.00,0.77,6,15,8,5,5.049,70.8,-1.0,70.8,-1.0,350.3,3,23.7,10.7,36.9,26.3,14.1,33.7,48.3,29.0,61.9,2753.9,4801.9,7217.4,44,0.001,0.883,0.116,0.756,0.352,21.0,0.00,0,0,0
96,BossLose,Timeout,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,158,215,0.89,0.92,0.56,3,17,1,1,4.313,-1.0,-1.0,-1.0,-1.0,374.9,3,24.1,12.4,37.6,26.4,10.6,36.0,43.8,19.9,60.1,2069.1,4314.7,6456.3,46,0.000,0.833,0.167,0.796,0.000,22.8,0.00,0,0,0
97,BossLose,Timeout,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,592,803,0.60,0.00,0.03,6,20,0,5,7.192,56.6,-1.0,56.6,-1.0,358.5,3,23.6,17.8,29.2,25.3,8.3,33.7,42.3,33.8,52.2,1185.4,2350.7,5029.5,36,0.000,0.796,0.203,0.904,0.329,21.6,0.00,0,0,0
98,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,522,645,0.68,0.26,0.00,8,18,2,4,8.793,-1.0,53.6,-1.0,53.6,383.9,3,27.0,10.6,49.0,21.5,14.3,30.5,48.0,22.6,69.3,3619.0,10257.8,3902.6,35,0.000,0.853,0.147,0.914,0.322,21.8,0.00,0,0,0
99,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,208,1520,0.24,0.31,1.00,0,9,0,10,7.545,-1.0,-1.0,-1.0,-1.0,377.7,3,29.1,19.0,34.4,20.0,11.6,24.4,42.4,22.1,54.4,653.9,3977.6,1964.7,0,0.001,0.839,0.160,0.997,0.155,20.0,0.00,0,0,0
100,BossWin,AllPlayerDeath,40.1,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1623,0.19,0.00,0.00,4,10,7,4,3.992,32.1,40.1,32.1,40.1,179.0,3,24.4,11.6,36.0,24.3,12.9,28.4,49.3,29.0,60.7,2526.9,4300.3,6416.3,20,0.001,0.894,0.105,0.593,0.979,19.3,0.00,0,0,0
101,BossWin,AllPlayerDeath,72.3,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1613,0.19,0.00,0.00,6,18,9,1,12.023,72.3,51.7,72.3,51.7,326.5,3,26.6,7.2,48.7,22.8,14.2,31.1,47.6,21.4,61.3,4558.0,11622.7,3184.4,49,0.001,0.903,0.095,0.867,0.483,22.7,0.00,0,0,0
102,BossWin,AllPlayerDeath,40.1,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,180,0.91,0.00,0.00,9,11,0,2,5.695,25.1,40.1,25.1,40.1,168.5,3,23.0,12.3,30.8,24.9,11.2,32.7,46.3,19.9,59.2,699.9,2614.2,4668.4,34,0.002,0.841,0.157,0.878,0.986,22.2,0.00,0,0,0
103,BossWin,AllPlayerDeath,49.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,573,0.71,0.00,0.00,6,17,2,3,6.758,49.0,38.1,49.0,38.1,217.5,3,25.7,14.1,34.6,23.1,12.5,30.3,48.9,29.0,58.6,2574.3,7888.4,3176.2,46,0.002,0.888,0.110,0.834,0.962,21.9,0.00,0,0,0
104,BossWin,AllPlayerDeath,24.4,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,535,0.73,0.00,0.00,5,7,3,0,5.822,24.4,12.3,24.4,12.3,104.0,2,27.7,11.6,48.4,20.7,10.3,27.3,49.5,33.8,59.3,1578.9,6247.9,831.6,2,0.003,0.853,0.143,0.916,0.980,19.8,0.00,0,0,0
105,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,110,1401,0.30,0.64,0.99,0,17,2,10,7.191,-1.0,-1.0,-1.0,-1.0,379.2,3,30.0,13.0,56.5,19.8,8.9,27.7,44.8,33.8,68.4,803.9,6402.1,2673.2,2,0.001,0.842,0.157,0.981,0.186,19.4,0.00,0,0,0
106,BossLose,BossDeath,81.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,205,2000,0.00,0.33,0.98,0,17,1,15,5.664,-1.0,-1.0,-1.0,-1.0,345.8,3,28.8,14.1,37.4,20.6,12.5,30.9,44.9,29.0,63.8,1196.7,5707.1,1938.4,13,0.001,0.854,0.146,0.974,0.594,19.9,0.00,0,0,0
108,BossWin,AllPlayerDeath,30.1,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,356,0.82,0.00,0.00,5,8,0,2,3.753,18.3,30.1,18.3,30.1,129.5,3,24.3,10.9,34.5,21.8,5.0,29.2,47.3,22.1,61.7,2035.7,1702.1,5759.4,15,0.001,0.862,0.136,0.622,0.988,21.0,0.00,0,0,0
109,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,69,875,0.56,0.79,0.98,0,7,0,7,7.474,-1.0,-1.0,-1.0,-1.0,379.7,3,29.2,18.2,38.2,19.8,11.7,23.3,44.6,22.1,57.6,481.0,3527.6,2020.9,4,0.001,0.844,0.156,0.995,0.000,20.1,0.00,0,0,0
111,BossWin,AllPlayerDeath,78.8,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1024,0.49,0.00,0.00,7,20,2,4,10.446,50.2,78.8,50.2,78.8,336.0,3,23.3,10.7,29.7,25.8,11.1,32.6,44.2,22.1,57.7,2249.5,3075.2,5468.2,39,0.000,0.853,0.147,0.921,0.471,22.3,0.00,0,0,0
112,BossLose,BossDeath,81.2,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,513,2000,0.00,0.29,0.00,6,12,7,8,7.207,-1.0,69.5,-1.0,69.5,356.3,3,27.4,12.2,35.1,21.5,12.3,29.2,47.8,29.0,58.0,3107.4,7769.1,4187.5,46,0.001,0.877,0.122,0.897,0.242,20.6,0.00,0,0,0
113,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,246,1852,0.07,0.18,1.00,5,18,13,1,0.781,-1.0,-1.0,-1.0,-1.0,414.4,3,24.8,11.5,36.4,26.3,10.8,38.7,50.3,22.6,66.5,2575.5,5816.8,7406.4,81,0.000,0.921,0.079,0.558,0.573,21.9,0.00,0,0,0
115,BossWin,AllPlayerDeath,66.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,356,0.82,0.00,0.00,7,23,0,2,7.942,60.2,66.2,60.2,66.2,276.0,3,23.6,11.1,30.9,27.5,17.8,35.3,43.0,22.1,57.9,1004.5,2566.8,3937.2,33,0.000,0.834,0.166,0.908,0.993,22.5,0.00,0,0,0
116,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,196,1326,0.34,1.00,0.35,0,11,8,0,6.565,-1.0,-1.0,-1.0,-1.0,377.2,3,23.2,8.4,27.7,27.7,11.6,33.0,40.6,33.8,53.4,1209.9,2975.9,4771.8,33,0.001,0.838,0.161,0.966,0.046,23.8,0.00,0,0,0
117,BossWin,AllPlayerDeath,55.9,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,358,0.82,0.00,0.00,8,15,1,2,10.913,55.9,23.1,55.9,23.1,246.5,3,24.1,5.1,37.1,22.6,12.1,27.9,48.9,29.0,62.3,3940.7,8244.6,2228.6,26,0.001,0.883,0.116,0.892,0.973,21.9,0.00,0,0,0
119,BossLose,BossDeath,66.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,91,2000,0.00,1.00,0.70,0,15,9,4,-0.928,-1.0,-1.0,-1.0,-1.0,286.9,3,24.5,12.6,36.3,27.1,14.1,34.5,46.6,24.8,64.4,1978.4,3037.3,6447.4,41,0.001,0.869,0.130,0.698,0.821,22.8,0.00,0,0,0
120,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,1750,0.12,1.00,1.00,1,19,9,3,4.037,-1.0,-1.0,-1.0,-1.0,383.0,3,23.6,11.0,36.0,27.2,11.0,33.2,42.5,19.9,61.5,1664.3,3430.7,5602.4,51,0.000,0.851,0.149,0.853,0.595,23.2,0.00,0,0,0
121,BossWin,AllPlayerDeath,30.7,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1033,0.48,0.00,0.00,5,8,4,3,3.185,18.6,30.7,18.6,30.7,132.0,3,26.0,15.9,36.5,22.3,8.4,30.2,49.5,24.8,63.0,2045.0,2508.4,6160.6,18,0.000,0.860,0.140,0.553,0.488,19.1,0.00,0,0,0
122,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,425,506,0.75,0.19,0.40,4,18,2,2,4.846,-1.0,-1.0,-1.0,-1.0,397.7,3,25.6,14.1,35.8,25.4,12.5,32.7,47.5,29.0,61.4,3931.1,10516.2,6499.6,87,0.001,0.884,0.116,0.853,0.158,22.4,0.00,0,0,0
123,BossLose,BossDeath,51.2,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,467,2000,0.00,0.05,0.39,3,13,5,6,2.711,-1.0,-1.0,-1.0,-1.0,226.6,3,26.0,12.7,32.8,22.5,11.3,29.9,47.0,19.9,57.5,2403.2,6463.3,3398.7,62,0.001,0.886,0.113,0.832,0.974,20.9,0.00,0,0,0
124,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,508,303,0.85,0.31,0.00,8,16,1,1,11.312,-1.0,31.1,-1.0,31.1,394.7,3,25.4,6.2,36.2,21.1,11.5,27.9,45.8,29.0,57.0,2823.1,6120.4,2477.1,10,0.001,0.877,0.122,0.947,0.162,22.3,0.00,0,0,0
125,BossWin,AllPlayerDeath,50.6,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1462,0.27,0.00,0.00,7,12,2,7,7.020,20.2,50.6,20.2,50.6,232.0,3,24.2,14.2,34.4,23.9,8.7,38.0,49.0,22.6,66.1,4362.6,2623.4,10541.4,13,0.001,0.918,0.081,0.810,0.871,21.8,0.00,0,0,0
126,BossWin,AllPlayerDeath,50.6,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,891,0.55,0.00,0.00,6,8,5,0,6.625,50.6,32.0,50.6,32.0,232.0,3,23.5,9.2,35.6,26.7,12.0,37.6,48.2,22.6,65.1,3987.7,6348.5,8567.6,24,0.002,0.917,0.081,0.841,0.000,23.5,0.00,0,0,0
127,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,63,0,1.00,1.00,0.79,0,17,0,0,4.709,-1.0,-1.0,-1.0,-1.0,370.7,3,25.3,14.1,34.9,25.4,12.7,32.8,42.8,29.0,55.7,519.9,3908.1,3080.5,20,0.001,0.824,0.176,0.967,0.318,21.5,0.00,0,0,0
128,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,232,90,0.96,0.80,0.43,2,20,0,1,6.222,-1.0,-1.0,-1.0,-1.0,373.8,3,23.2,10.1,27.3,27.6,11.7,32.4,40.3,33.8,52.1,501.1,2359.4,3470.8,31,0.001,0.830,0.169,0.971,0.329,23.1,0.00,0,0,0
129,BossLose,BossDeath,75.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,266,2000,0.00,0.98,0.14,5,18,8,5,5.727,-1.0,-1.0,-1.0,-1.0,338.5,3,28.6,11.7,51.1,22.3,14.1,28.7,49.1,22.6,72.1,5183.4,11412.0,8585.6,78,0.001,0.902,0.097,0.874,0.724,22.7,0.00,0,0,0
130,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,315,1506,0.25,0.64,0.31,4,28,7,2,5.234,-1.0,-1.0,-1.0,-1.0,378.6,3,24.8,14.2,34.1,25.8,11.1,32.2,43.2,29.0,57.9,1885.1,6449.5,4513.9,40,0.000,0.841,0.159,0.942,0.971,22.4,0.00,0,0,0
131,BossWin,AllPlayerDeath,40.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,893,0.55,0.00,0.00,7,11,6,0,7.284,31.1,40.2,31.1,40.2,176.5,3,24.5,12.4,37.0,23.8,10.8,29.3,48.7,19.9,60.9,2138.1,3354.3,6097.0,26,0.002,0.879,0.119,0.591,0.991,19.3,0.00,0,0,0
132,BossWin,AllPlayerDeath,48.9,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1196,0.40,0.00,0.00,6,10,1,7,4.775,23.4,48.9,23.4,48.9,218.0,3,25.2,13.2,36.1,23.9,8.8,33.5,50.5,33.8,61.8,2757.2,2861.8,7577.1,22,0.002,0.892,0.106,0.735,0.603,22.5,0.00,0,0,0
133,BossLose,BossDeath,70.9,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,513,2000,0.00,0.00,0.29,4,22,2,11,3.636,39.1,-1.0,39.1,-1.0,319.0,3,24.5,8.7,34.0,23.3,7.9,32.9,48.8,33.8,61.3,2597.5,3431.5,7769.4,34,0.002,0.900,0.099,0.713,0.962,22.1,0.00,0,0,0
