Episode,Result,EndReason,Duration,BossPool,P1Pool,P2Pool,BossDmgDealt,PlayerDmgDealt,BossHpLeft,P1HpLeft,P2HpLeft,BossHits,BossCasts,P1Hits,P2Hits,CumulativeReward,FirstTouchP1,FirstTouchP2,P1DeathTime,P2DeathTime,BossTravelDist,UnlockedSkills,AvgDistBP1,MinDistBP1,MaxDistBP1,AvgDistBP2,MinDistBP2,MaxDistBP2,AvgDistP1P2,MinDistP1P2,MaxDistP1P2,BossAreaXZ,P1AreaXZ,P2AreaXZ,TargetSwitches,IdleRatio,FwdRatio,RotRatio,FacingRatio,CdWaitRatio,AvgCastDist,WallTime,CounterAttacks,CloseAlignFrames,RetreatFrames
13,BossWin,AllPlayerDeath,62.2,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,928,0.54,0.00,0.00,6,18,4,2,14.501,46.2,62.2,46.2,62.2,261.5,3,23.4,11.7,31.5,25.9,10.3,33.1,44.6,29.0,58.1,937.8,2532.9,4610.0,42,0.001,0.841,0.158,0.898,0.979,22.6,0.00,1,2794,433
14,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,101,125,0.94,1.00,0.66,0,17,0,1,16.067,-1.0,-1.0,-1.0,-1.0,373.5,3,23.5,13.0,28.8,28.1,14.1,35.0,40.7,29.0,61.8,443.4,2791.1,3983.4,57,0.001,0.830,0.169,0.943,0.166,23.2,0.00,0,4244,439
15,BossLose,Timeout,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,370,125,0.94,0.77,0.00,5,23,3,0,18.390,-1.0,25.6,-1.0,25.6,369.3,3,24.1,10.3,31.5,19.8,12.3,23.9,42.8,19.9,48.3,1343.9,4812.8,1559.1,2,0.001,0.820,0.179,0.966,0.162,22.5,0.00,0,4346,356
16,BossWin,AllPlayerDeath,30.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,356,0.82,0.00,0.00,4,4,2,0,9.040,30.2,26.9,30.2,26.9,130.0,3,23.2,9.6,30.4,26.9,10.8,33.2,45.8,33.8,56.4,572.7,2085.9,3675.5,19,0.001,0.863,0.136,0.907,0.492,20.4,0.00,0,1368,159
17,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,423,1659,0.17,0.00,0.59,5,22,5,6,6.746,88.8,-1.0,88.8,-1.0,400.2,3,24.5,11.0,36.5,26.3,18.5,33.3,48.8,22.1,62.2,2762.1,4861.5,7160.0,79,0.001,0.889,0.110,0.620,0.568,24.0,0.00,2,2791,1678
18,BossWin,AllPlayerDeath,47.9,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,831,0.58,0.00,0.00,7,13,5,1,9.610,36.3,47.9,36.3,47.9,209.0,3,25.2,12.0,35.9,24.1,5.6,29.5,49.6,22.1,62.8,2099.2,3791.9,5351.0,27,0.001,0.873,0.125,0.581,0.959,19.8,0.00,2,1391,961
19,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,544,1529,0.24,0.00,0.19,5,20,3,7,13.504,40.2,-1.0,40.2,-1.0,381.7,3,27.1,14.1,37.7,22.2,6.5,31.7,47.3,24.8,61.8,3866.2,5694.4,6459.5,31,0.001,0.848,0.151,0.857,0.518,21.4,0.00,0,3857,786
20,BossWin,AllPlayerDeath,88.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1989,0.01,0.00,0.00,11,23,3,9,14.601,56.5,88.5,56.5,88.5,397.5,3,24.3,11.1,36.4,24.4,14.1,31.4,49.1,24.8,64.6,4356.6,7099.9,10024.3,46,0.001,0.899,0.101,0.700,0.854,21.7,0.00,5,3099,1400
21,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,100,803,0.60,1.00,0.67,2,9,1,4,16.154,-1.0,-1.0,-1.0,-1.0,378.2,3,25.4,11.7,46.7,25.9,14.6,33.5,44.7,33.8,65.9,1487.6,7578.9,3267.4,28,0.002,0.840,0.158,0.932,0.000,22.4,0.00,0,4197,565
22,BossLose,BossDeath,89.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,300,2000,0.00,0.66,0.34,3,20,9,5,21.187,87.0,-1.0,-1.0,-1.0,401.2,3,26.7,4.4,38.9,22.5,16.0,29.0,47.6,24.8,65.4,4157.4,9076.7,6343.6,97,0.001,0.902,0.098,0.864,0.662,21.0,0.00,1,3844,833
23,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,506,1634,0.18,0.31,0.00,9,23,8,4,19.969,-1.0,41.2,-1.0,41.2,389.3,3,26.1,6.1,51.0,21.5,14.2,28.2,48.7,22.6,71.3,4592.6,10900.0,3920.0,13,0.002,0.865,0.133,0.942,0.640,22.3,0.00,1,4242,348
24,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,368,375,0.81,0.44,0.33,4,17,0,3,18.262,-1.0,-1.0,-1.0,-1.0,377.4,3,25.1,10.7,33.2,25.5,12.4,34.0,43.4,19.9,59.3,2006.7,6573.7,4005.5,36,0.000,0.838,0.161,0.940,0.165,22.4,0.00,2,4233,552
25,BossWin,AllPlayerDeath,40.9,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,851,0.57,0.00,0.00,8,9,3,2,10.767,40.9,20.3,40.9,20.3,175.5,3,25.0,14.1,33.1,21.9,10.6,27.8,45.8,22.6,56.4,2338.0,5990.8,1719.4,19,0.000,0.858,0.142,0.841,0.719,21.7,0.00,2,1721,254
26,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,457,1401,0.30,0.48,0.00,4,19,0,9,18.047,-1.0,62.3,-1.0,62.3,392.2,3,26.1,14.1,35.7,22.5,15.2,29.5,48.4,24.8,59.7,3350.5,8203.0,4733.5,52,0.001,0.871,0.128,0.893,0.481,22.9,0.00,1,4021,636
27,BossLose,BossDeath,71.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,383,2000,0.00,0.00,0.72,5,24,6,7,5.679,62.6,-1.0,62.6,-1.0,315.7,3,24.8,11.2,36.3,26.9,14.2,35.5,50.8,29.0,63.1,1876.5,4561.7,6942.7,72,0.001,0.887,0.112,0.709,0.972,24.7,0.00,1,2524,1002
28,BossWin,AllPlayerDeath,68.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,810,0.60,0.00,0.00,9,11,4,1,19.271,68.5,38.0,68.5,38.0,290.0,3,26.1,7.1,36.9,20.7,12.2,28.0,44.0,22.1,55.0,2313.7,7495.3,2532.3,13,0.001,0.847,0.152,0.941,0.000,20.6,0.00,3,3222,354
29,BossWin,AllPlayerDeath,75.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,485,0.76,0.00,0.00,8,14,2,3,18.803,75.5,33.3,75.5,33.3,324.0,3,24.5,8.2,35.2,21.5,14.2,29.9,46.3,33.8,55.2,1669.4,6106.1,1963.2,26,0.001,0.859,0.140,0.926,0.000,22.6,0.00,2,3496,409
30,BossLose,Timeout,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,456,1151,0.42,0.48,0.00,8,21,5,2,17.161,-1.0,65.8,-1.0,65.8,401.2,3,25.6,11.5,33.4,22.7,12.3,28.9,48.0,19.9,57.1,3183.5,7531.5,5609.8,100,0.001,0.891,0.108,0.850,0.419,22.1,0.00,2,3824,837
31,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,518,1696,0.15,0.27,0.00,6,17,6,6,18.258,-1.0,60.1,-1.0,60.1,387.3,3,26.9,14.1,35.3,21.2,12.6,29.2,45.3,29.0,56.2,1954.5,6762.0,2694.3,20,0.001,0.860,0.139,0.937,0.454,20.4,0.00,3,4218,529
32,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,22,1582,0.21,0.93,1.00,1,12,8,2,10.899,-1.0,-1.0,-1.0,-1.0,369.9,3,23.7,16.6,27.7,27.6,14.1,39.4,38.0,24.8,57.0,425.5,2472.2,3306.1,63,0.000,0.822,0.178,0.821,0.259,22.8,0.00,1,3697,886
33,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,525,561,0.72,0.25,0.00,7,17,4,1,14.948,-1.0,88.3,-1.0,88.3,403.5,3,25.7,9.9,46.0,24.7,11.5,35.2,49.4,33.5,63.5,4445.4,9414.9,8249.3,75,0.000,0.896,0.103,0.756,0.000,23.1,0.00,2,3404,1151
34,BossWin,AllPlayerDeath,69.9,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,875,0.56,0.00,0.00,5,19,5,1,19.326,50.1,69.9,51.7,69.9,311.9,3,25.6,2.2,36.6,23.9,11.5,39.4,48.7,6.2,64.9,3077.6,6633.7,4841.3,55,0.000,0.893,0.107,0.796,0.376,21.3,0.00,4,2782,747
35,BossLose,Timeout,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,512,430,0.79,0.00,0.29,7,16,0,5,18.924,51.0,-1.0,51.0,-1.0,372.6,3,22.9,11.2,29.8,25.7,12.7,34.3,44.6,22.1,59.4,2378.3,2537.0,5608.6,15,0.000,0.828,0.172,0.933,0.000,22.4,0.00,1,4201,523
36,BossWin,AllPlayerDeath,58.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,270,0.87,0.00,0.00,7,14,3,0,16.160,58.2,15.2,58.2,15.2,243.0,3,24.3,7.2,38.6,20.1,14.2,23.4,40.4,22.6,54.1,3876.1,9111.4,1334.6,3,0.001,0.836,0.163,0.884,0.509,24.3,0.00,0,2571,207
37,BossWin,AllPlayerDeath,35.1,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,600,741,0.63,0.00,0.00,6,8,1,4,10.653,31.8,35.1,31.8,35.1,147.5,3,27.7,11.6,34.4,20.2,12.3,26.8,42.6,19.9,50.4,370.2,3169.7,2103.7,3,0.002,0.841,0.157,0.970,0.901,19.6,0.00,1,1703,264
38,BossLose,BossDeath,86.4,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,335,2000,0.00,0.51,0.37,3,11,5,9,15.613,-1.0,-1.0,-1.0,-1.0,372.3,3,28.2,14.1,34.9,21.3,14.2,30.4,43.8,24.8,56.9,1828.2,5891.2,3303.6,17,0.001,0.861,0.138,0.929,0.284,21.6,0.00,1,4015,719
39,BossWin,AllPlayerDeath,47.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1082,0.46,0.00,0.00,6,16,1,5,7.801,39.4,47.5,39.4,47.5,209.5,3,23.6,9.3,35.1,24.8,11.0,28.7,48.3,33.8,59.4,2151.1,3115.5,7011.4,44,0.001,0.883,0.116,0.692,0.984,21.9,0.00,0,1642,698
40,BossLose,Timeout,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,502,1221,0.39,0.00,0.33,9,25,9,3,13.612,48.0,-1.0,48.0,-1.0,404.2,3,24.9,12.0,35.7,23.8,14.8,30.5,49.8,22.1,62.5,3391.4,6093.0,7630.2,37,0.001,0.898,0.101,0.730,0.864,22.5,0.00,5,3286,1399
41,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,505,1992,0.00,0.00,0.32,3,19,5,9,21.018,71.7,-1.0,71.7,-1.0,403.8,3,28.7,11.6,54.3,22.4,14.9,30.0,47.6,33.8,75.9,4562.8,9296.4,4978.5,41,0.001,0.897,0.102,0.926,0.362,21.9,0.00,2,4167,627
42,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,92,930,0.54,0.70,0.99,0,17,0,8,16.978,-1.0,-1.0,-1.0,-1.0,386.9,3,28.7,11.2,41.3,21.0,11.6,29.7,46.3,33.8,65.8,1740.6,6363.2,3595.4,30,0.000,0.860,0.140,0.935,0.314,20.4,0.00,0,4209,688
43,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,100,178,0.91,1.00,0.67,0,16,0,1,11.854,-1.0,-1.0,-1.0,-1.0,374.0,3,23.3,14.2,27.8,28.0,11.6,40.1,39.7,22.6,57.3,780.7,2744.1,5059.9,56,0.000,0.831,0.169,0.834,0.164,23.1,0.00,0,3754,832
44,BossLose,BossDeath,75.8,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,343,2000,0.00,0.32,0.53,2,14,4,10,13.642,-1.0,-1.0,-1.0,-1.0,344.1,3,27.4,12.4,40.4,22.5,12.4,30.6,48.5,22.6,62.9,3087.2,9202.8,4930.6,60,0.000,0.908,0.092,0.901,0.316,21.6,0.00,1,3415,625
45,BossWin,AllPlayerDeath,80.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,891,0.55,0.00,0.00,8,19,5,0,22.039,80.5,23.4,80.5,23.4,334.0,3,23.6,6.5,33.1,21.0,16.9,27.3,44.5,33.8,56.3,1634.7,5546.1,2085.3,6,0.001,0.830,0.169,0.928,0.365,21.5,0.00,2,3735,307
46,BossLose,BossDeath,80.9,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,513,2000,0.00,0.29,0.00,7,21,9,4,21.441,-1.0,47.7,-1.0,47.7,350.8,3,26.8,13.3,37.4,20.8,12.5,26.2,45.8,22.1,60.6,3297.2,8074.3,3146.8,9,0.001,0.867,0.132,0.977,0.948,22.9,0.00,2,3952,366
47,BossLose,BossDeath,72.1,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,326,2000,0.00,0.91,0.00,7,14,8,6,16.304,-1.0,56.6,-1.0,56.6,309.3,3,25.6,8.8,34.2,22.2,11.5,41.7,46.4,22.6,65.9,6309.3,10289.7,3377.2,30,0.001,0.858,0.141,0.878,0.350,20.2,0.00,4,3165,483
48,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,36,1675,0.16,0.88,1.00,1,18,8,4,13.357,-1.0,-1.0,-1.0,-1.0,381.5,3,23.7,12.2,36.6,27.6,14.1,34.1,43.0,24.8,62.9,2337.9,3478.3,6528.4,52,0.000,0.848,0.152,0.857,0.477,22.3,0.00,1,3858,763
49,BossWin,AllPlayerDeath,31.2,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,250,0.88,0.00,0.00,5,7,0,2,8.915,6.1,31.2,6.1,31.2,129.5,3,20.3,11.1,28.9,19.5,8.0,29.3,40.2,22.1,55.9,767.5,451.1,2613.2,7,0.001,0.830,0.170,0.908,0.466,19.5,0.00,0,1419,253
50,BossLose,Timeout,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,200,0,1.00,0.33,1.00,3,33,0,0,17.959,-1.0,-1.0,-1.0,-1.0,378.5,3,23.2,14.1,34.5,28.3,11.7,37.4,43.1,22.6,61.4,1526.8,4328.7,4402.4,18,0.001,0.841,0.158,0.936,0.971,23.2,0.00,0,4211,490
51,BossLose,Timeout,90.0,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,118,305,0.85,0.61,1.00,2,25,3,0,12.058,-1.0,-1.0,-1.0,-1.0,390.0,3,23.8,12.0,36.2,27.5,18.7,35.3,45.1,22.1,61.9,1929.8,4824.6,5831.3,30,0.000,0.866,0.133,0.818,0.329,23.2,0.00,1,3680,975
52,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,592,1766,0.12,0.03,0.00,9,26,11,1,17.327,-1.0,49.3,-1.0,49.3,403.1,3,25.2,12.7,37.8,23.3,16.5,30.3,48.8,24.8,61.8,2925.7,6692.4,3100.5,62,0.000,0.896,0.104,0.896,0.935,22.6,0.00,6,4033,609
53,BossLose,BossDeath,76.1,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,377,2000,0.00,0.00,0.74,5,20,8,7,3.492,75.5,-1.0,75.5,-1.0,347.0,3,24.6,10.8,35.9,25.9,14.7,32.9,49.4,22.1,61.4,3171.3,6061.7,7096.4,63,0.001,0.912,0.087,0.577,0.912,23.2,0.00,5,2196,1560
54,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,0,0,1.00,1.00,1.00,0,16,0,0,15.790,-1.0,-1.0,-1.0,-1.0,374.9,3,22.9,14.3,28.0,28.7,10.5,38.8,43.2,22.6,54.2,818.7,2944.7,4493.5,26,0.000,0.833,0.167,0.967,0.000,23.2,0.00,0,4351,348
55,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,484,1502,0.25,0.00,0.39,5,17,7,4,15.207,76.6,-1.0,76.6,-1.0,381.2,3,26.5,12.1,47.7,25.0,12.6,44.2,46.7,22.6,62.0,2973.5,6424.3,6249.5,33,0.001,0.847,0.152,0.834,0.203,21.6,0.00,3,3754,859
56,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,523,750,0.63,0.00,0.26,5,14,0,5,19.976,74.7,-1.0,74.7,-1.0,383.3,3,23.4,11.2,31.7,27.5,17.3,32.7,44.7,22.1,59.0,1968.7,3205.4,5531.6,53,0.002,0.852,0.147,0.919,0.000,23.1,0.00,1,4135,564
57,BossWin,AllPlayerDeath,24.3,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,356,0.82,0.00,0.00,5,6,2,0,9.541,24.3,16.3,24.3,16.3,104.0,2,23.8,10.6,34.7,23.1,10.8,38.0,45.6,22.6,64.5,1066.7,4588.7,1427.8,20,0.002,0.858,0.140,0.832,0.905,16.4,0.00,0,1009,151
58,BossLose,Timeout,90.0,BossRangedZoner,PlayerHybridSurvivor,PlayerHybridSurvivor,553,1372,0.31,0.16,0.00,8,16,0,8,19.419,-1.0,62.8,-1.0,62.8,388.2,3,26.9,12.0,46.4,21.9,12.3,29.8,47.3,19.9,70.0,4981.3,12453.2,4709.5,30,0.001,0.862,0.137,0.895,0.000,22.7,0.00,5,4030,686
59,BossWin,AllPlayerDeath,70.4,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1632,0.18,0.00,0.00,8,21,9,1,20.949,70.4,39.4,70.4,39.4,314.0,3,25.6,11.1,36.5,22.6,11.1,29.9,47.4,22.1,55.5,3346.3,8843.3,2575.2,41,0.002,0.892,0.105,0.904,0.975,22.2,0.00,2,3181,400
60,BossWin,AllPlayerDeath,40.5,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,668,0.67,0.00,0.00,8,11,1,3,10.868,40.5,20.4,40.5,20.4,175.0,3,24.6,11.0,32.6,22.2,12.3,27.5,46.0,19.9,52.8,2115.2,6737.3,2184.8,36,0.002,0.865,0.133,0.872,0.978,22.4,0.00,3,1766,236
61,BossWin,AllPlayerDeath,39.7,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,125,0.94,0.00,0.00,6,12,1,0,9.276,39.7,32.9,39.7,32.9,170.0,3,26.4,12.4,36.5,22.8,14.1,29.9,48.1,29.0,61.4,1929.9,6108.8,4320.2,21,0.002,0.857,0.141,0.796,0.955,21.1,0.00,1,1581,454
62,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,62,303,0.85,1.00,0.79,0,6,0,2,17.524,-1.0,-1.0,-1.0,-1.0,376.5,3,23.0,12.2,30.5,28.5,18.3,33.6,43.2,22.1,58.1,783.9,2850.1,3858.9,32,0.001,0.836,0.163,0.957,0.000,22.9,0.00,0,4307,429
63,BossWin,AllPlayerDeath,87.4,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1912,0.04,0.00,0.00,6,18,11,4,22.962,87.4,46.2,87.4,46.2,389.0,3,25.8,8.4,35.7,21.6,17.7,27.8,46.5,33.8,59.2,3519.2,8049.7,2699.3,36,0.001,0.891,0.109,0.921,0.302,22.9,0.00,4,4026,468
64,BossWin,AllPlayerDeath,55.6,BossMeleeAggro,PlayerHybridSurvivor,PlayerHybridSurvivor,600,125,0.94,0.00,0.00,7,17,0,1,12.642,47.2,55.6,47.2,55.6,228.5,3,23.3,13.2,31.4,27.4,14.1,35.4,42.1,24.8,56.2,1004.9,2564.8,4072.4,28,0.001,0.822,0.176,0.877,0.966,22.7,0.00,4,2437,438
65,BossLose,Timeout,90.0,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,213,469,0.77,1.00,0.29,3,27,2,2,15.525,-1.0,-1.0,-1.0,-1.0,377.7,3,24.6,11.7,31.7,25.9,12.3,36.4,43.2,19.9,56.4,1519.1,5505.5,3898.9,64,0.001,0.839,0.160,0.898,0.969,22.5,0.00,0,4043,713
66,BossLose,BossDeath,65.8,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,118,2000,0.00,0.89,0.72,2,17,5,8,7.813,-1.0,-1.0,-1.0,-1.0,304.1,3,26.1,11.7,36.2,23.3,12.2,31.0,48.7,19.9,58.7,2069.5,6446.2,3890.4,93,0.001,0.925,0.074,0.809,0.772,23.3,0.00,2,2662,780
67,BossWin,AllPlayerDeath,80.7,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,1709,0.15,0.00,0.00,10,21,11,1,24.084,80.7,24.2,80.7,24.2,349.5,3,24.8,9.2,52.8,20.9,15.7,28.0,44.6,22.1,65.6,4914.5,13000.8,2494.0,10,0.001,0.866,0.133,0.912,0.591,21.1,0.00,3,3678,385
68,BossWin,AllPlayerDeath,58.1,BossTankSustain,PlayerHybridSurvivor,PlayerHybridSurvivor,600,740,0.63,0.00,0.00,6,13,3,2,15.833,58.1,16.7,58.1,16.7,250.0,3,23.8,5.1,38.7,23.0,16.1,28.4,48.1,24.8,62.8,2605.6,7245.2,1669.8,16,0.001,0.861,0.138,0.897,0.496,23.2,0.00,1,2607,251
